S_ID,PLACE_ID,PLACE_NAME,DESCRIPTION,LATITUDE,LONGITUDE,AREA,CITY,DISTRICT,STATE,COUNTRY,PINCODE,CATEGORY,VISIT_TIME,RATING,TAG_1,TAG_2,TAG_3
111,INOD23111,DEER PARK,"Deer Park is located 10 km distance from Nabarangpur towards Papadahandi. The park is 30-year old. Watching Natures bounties from the watchtower in this park is a unique experience. The Deer Park is spread over an acre of land and houses 130 deer, including 63 female deer. In the Nabarangpur district, the deer park is the main attraction. There is a beautiful child park placed in the deer park. In addition to deer, the park also has peacocks and Rabbits. It is the best picnic spot for picnickers to come to the place during winter.  Papadahandi Deer park is a tourist attraction places in Nabarangpur, Odisha.",19.32847993,82.51907164,PAPADAHANDI,NABRANGPUR,NABARANGPUR,ODISHA,INDIA,764071,PARK,ALL TIME,8,NATURAL,DEER,FOREST
112,INOD23112,BHANDARA GHARANI TEMPLE,"Maa Bhandara Gharani temple is situated inside the Nabarangpur town. Maa Bhandar Gharani is the shrining deity of the place worshipped by the Adivasi and local people. It is one of the Shakti Pitha in Odisha. Dussehra(Durga puja), kali puja and Maha Bisuva Sankranti are the main festivals of Maa Bhandar Gharani. The scenic beauty of this place is attractive due to adjacent hills and dense forest. Maa Bhandara Gharani Mandir is one of the tourist attraction places in Nabarangpur, Odisha.",19.22740973,82.5480077,NABRANGPUR,NABRANGPUR,NABARANGPUR,ODISHA,INDIA,764059,TEMPLES,ALL TIME,9,SPIRITUAL,AUTUMN,GODDESS
113,INOD23113,MANGARDORA TEMPLE,"Mangardora Shiva temple, park and Ghumar Waterfall are located located in Benakhamar Reserve Forest and is about 7 km distance from Tentulikhunti and 31 km from Nabarangpur. Lord Shiva is worshipped as Neelkanteshwar inside a cave. There are a beautiful Park and Ghumar Waterfall near the temple cave. Magardora shiva temple is surrounded by hills and forests, which attracts tourists to come here. A large number of tourists come to visit this Shiva temple apart from the main festival of Maha Shiva Ratri and New Year’s Day. Mangardora temple and Ghumar Waterfall are the best places to visit in Nabarangpur, Odisha.",19.34576996,82.7663304,MANGARDHARA,NABRANGPUR,NABARANGPUR,ODISHA,INDIA,764070,TEMPLES,ALL TIME,9,SPIRITUAL,ADVENTURE,MONSOON
114,INOD23114,HIRLI DONGRI HILL PARK,"The Hirli Dongri is situated top of the hill. It is around 2 km distance from Nabarangpur town, where an ancient statue of Lord Balaji was found and is now worshipped by locals. Kusumjhar reserve has situated Near the Hirli Dongri. Hill view park is the major attraction of Hirli Dongri with the watchtower, children park and Gym. There is a beautiful park in Hirli Dongri, which attracts visitors to come here. The best time to visit this place is early morning or sunset time. Hirli Dongri is one of the most popular and attractive picnic spots in Nabarangpur, Odisha.",19.22808776,82.53346701,HIRLI,NABRANGPUR,NABARANGPUR,ODISHA,INDIA,764063,PARK,ALL TIME,8,NATURAL,HISTORICAL,HILLS
115,INOD23115,PODAGADA HILL STATION,"Podagada is located at a distance of 11 KM From Umerkote and around 78 km from Nabarangpur town. It was the capital of the ancient Nala Dynasty. The hill ranges of Podagarh, covered with deep forests, sheltered the remnants of the ruling dynasties. Their caves, usable, inscriptions, and habitable stone structures indicate that the place was important before the Mughal invasion. Today there are stone carvings and temples on the hill, which have now become tourist attractions. At the foot of the podgad hill is a Bhairaba temple where pilgrims and devotees come to worship Lord Shiva. Punjisil waterfall is located about 5 km distance from Podgada. Podagada is a popular tourist attraction places in Nabarangpur, Odisha.",19.58240523,82.14601266,BHANDARIGUDA,UMERKOTE,NABARANGPUR,ODISHA,INDIA,764073,HILLS,WINTER,10,NATURAL,HISTORICAL,ADVENTURE
116,INOD24116,KUANRIA DEER PARK,"Kuanria Deer Park is located near Kuanria Dam. There are more than 200 deer in the park. Tourists coming to the Kuanria Dam for a picnic visit the deer park. This place is especially popular for small children. The park is covered with Fauna and Flora trees. The Kuturi deer Park is located inside the Mahanadi Wildlife Division Sanctuary and is around 8 km from Baramula. It is a place called Kuturi, which houses the Habitat Development Centre for facilitating the natural breeding of wild animals. This area contains a pond, salt lake, fodder variety Napier grass and an orchard with varieties of indigenous decorative and medicinal plants. There is a cottage watchtower where free movement and activities of animals are monitored at night.",20.47566724,84.77147626,GOTHASAHI,DASPALLA,NAYAGARH,ODISHA,INDIA,752084,PARK,ALL TIME,8,NATURAL,DEER,FOREST
117,INOD24117,NILAMADHABA TEMPLE,"Kantilo Nilamadhaba Temple is situated on the bank of the river Mahanadi and at a distance of 25 km distance from Nayagarh & 100 km from Bhubaneswar. It is famous for Lord Nilamadhaba as well as brass utensils. The temple of Lord Nilamadhab stands majestically on the top of the twin hills, just towards the right side bank of the river Mahanadi. In addition to Lord Neelmadhab, the temple premises include Kashi Vishwanath, Maa Bimala, Maa Laxmi, Lord Jagannath, Balabhadra, Goddess Subhadra and Rohini. There is also a Sidheswar Siva temple inside the compound of Lord Nilamadhab. The archaeological heritage of the above temples is very ancient and full of historical legends. The Siva Linga of Sidlieswar tilts north and south as per the moment of the Sun. Long years ago Nilamadhab was worshipped by a Sabar named Biswabasu in the dense forest Nilamadhaba is called the form of Lord Jagannath, who came to Puri by way of Marriage of Lilita, daughter of Biswabasu with Bidyapati, minister of Indradyumna of Malaba.",20.4068885,85.18764131,KANTILO,KHANDAPADAGARH,NAYAGARH,ODISHA,INDIA,752078,TEMPLES,ALL TIME,10,SPIRITUAL,MYTHOLOGICAL,ARCHITECTURE
118,INOD24118,DAKHINAKALI TEMPLE,"Maa Dakhinakali Temple is located only half km distance from Nayagarh town towards Dasapalla. Goddess Maa Dakhinakali is worshipped by the devotees. Dakshina Kaali Temple is one of the most famous temples in the Nayagarh District. Besides, there is a Ganesh temple, Siva temple and Maa Lakshmi temple inside the campus. Pana Sankranti is the main festival of this Temple. Devotees come here to get a wish from Maa Kali. The local people believe that maa kali fulfils all their wishes. Dakhinakali Mandir is a famous temple in Nayagarh, Odisha.",20.12942262,85.09708148,NAYAGARH,NAYAGARH,NAYAGARH,ODISHA,INDIA,752070,TEMPLES,ALL TIME,9,SPIRITUAL,GODDESS,DEVI PUJA
119,INOD24119,MANINAGA TEMPLE,"The goddess Maa Maninaga Temple is located in Ranapur town and at the top of the Maninag hill. Ranapur Gada is located at a distance of 28 km from Nayagarh Town. The goddess Mani Nageshwari is worshipped in the Maninag hills. There are also Tala Maninag and Upar Maninaga Peetha on this hill. The temple was built by Lord Uddhav Singh 1328-1364 AD. The Ranapur Hill is Very Popular among the hills of Odisha. Mahashivratri, Navratra, Shri Ram Nabami and Syamakali Puja are the main festival of this temple, on that day many devotees come here to celebrate this festival. The Tala Maninag temple is located at the foot of the Ranpur hills. Ranpur distance from Mani Nageswari temple is only 3 km. Raj-Ranpur Hill Station is a tourist attraction places in Nayagarh, Odisha.",20.0608036,85.3395215,RAJRANPUR,RANPUR,NAYAGARH,ODISHA,INDIA,752026,TEMPLES,ALL TIME,9,SPIRITUAL,HILLS,GODDESS
120,INOD24120,BAISIPALLI WILDLIFE SANCTUARY,"The Baisipalli wildlife sanctuary is located near Daspalla and it is 46 km from Nayagarh town. The Wildlife Sanctuary spread over 168.35 sq km entirely in Nayagarh district. It makes a co-end with the Baisipalli Reserve Forest. It has situated in the proximity of the Satkosia Gorge Sanctuary. The Baisipalli Wildlife Sanctuary is lying in its south. The Baisipalli Sanctuary is one of the eminent wildlife sanctuaries in Odisha that vividly illustrates the diverse natural heritage of the East Indian state. The sanctuary is home to bears, elephants, leopards, Sambar Deer, and spotted deer.",20.4351325,84.73296357,DASPALLA,DASPALLA,NAYAGARH,ODISHA,INDIA,752084,SANCTUARY,WINTER,8,NATURAL,WILDLIFE,FOREST
121,INOD25121,TIKHALI DAM,"The Tikhali dam is located at a distance of Karlakot and is around 56 km from the district headquarter of Nuapada. Tikhali Dam is a significant irrigation project of the Government of Odisha and part of the Lower Indra Irrigation Project. The dam is located on the Indra River, a tributary of the Tel River, near the village of Bargoan, in the Khariar block of Nuapada District. The Dam provides an irrigation facility to the nearby cultivable land annually. The natural beauty of the Dam can be enjoyed in the time of sunrise and sunset is charming and enjoyable. The place is highly valued for its scenic beauty and attracts people for a weekend picnic. Tikhali Dam is one of the tourist places in Nuapada. ",20.39169379,82.65942699,BARGAON,KHARIAR,NUAPADA,ODISHA,INDIA,766106,DAMS,ALL TIME,9,NATURAL,INFRASTRUCTURE,FOREST
122,INOD25122,PATALGANGA SPRING,"Patalganga Spring is situated in Boden block and 110 km away from Nuapada. There is a perennial spring of mineral water, which is treated as medicinal value. It is believed that bathing in this Patalganga water cures human diseases. It is said that on the day of the solar eclipse and lunar eclipse, a bath in this spring washed away not only sins but also dreadful diseases. Therefore, one the above days a large number of people gets a dip in the spring water.There is a Maha Mrutyunjaya temple, Durga temple and Lord Hanuman temples are situated near Patalganga stream. Patal Ganga is one of the tourist places in Nuapada. Patal Ganga Spring is one of the popular tourist places in Nuapada District.",20.25382735,82.5282343,SINAPALI,BODEN,NUAPADA,ODISHA,INDIA,766111,TEMPLES,ALL TIME,9,SPIRITUAL,MYTHOLOGICAL,UNIQUE
123,INOD25123,YOGIMATH CAVES,"Yogimath caves is a historical place and situated 82 km distance from Nuapada Town. It is about 9 km from Khariar and 67 km from Bhawanipatna. The place is important for prehistoric arts and paintings which found on the rock surface in ochre red colour. This sort of archaeological excavation indicates the prehistoric culture and human settlement around this place. It is a notable place for historical research. Yogi matha rock painting is a tourist attraction places in Nuapada, Odisha.",20.27839701,82.81650849,SARAGADI,KHARIAR,NUAPADA,ODISHA,INDIA,766118,CAVES,ALL TIME,8,HISTORICAL,RESEARCH,HILLS
124,INOD25124,DADHIBABAN TEMPLE,"The Dadhibaman temple is located at Khariar and is 67 km distance from Nuapada Town. It is a famous Hindu temple dedicated to Lord Jagannath. The temple is more than 50 years old. This is one of the most popular Jagannatha temples of Nuapada. In archaeological importance, the temple has been declared a State Protected monument, because of its rich Historical Antiquity. Dadhibaman Mandir is one of the famous temple im Nuapada, Odisha.",20.28581113,82.76406497,RAJ KHARIAR,KHARIAR,NUAPADA,ODISHA,INDIA,766107,TEMPLES,ALL TIME,9,SPIRITUAL,JAGANNATH,MONUMENTS
125,INOD25125,SUNABEDA WILDLIFE SANCTUARY,"Sunabeda Wildlife Sanctuary in Nuapada district is largely a grass-covered plateau adjoining Udanti and Sitanadi Sanctuaries of Chhatisgarh State. The sanctuary is an attraction to eco-tourists because of waterfalls, caves, archaeological sites at Giribaman, Jumlagarh Fort and Muraguda, and the bird observation points at Jalki and Raital Bandh in Maraguda. Sunabeda is home to 4 tigers and 20 leopards along with other species like Hyena, Barking Deer, Chital, Gaur, Sambar, Sloth Bear, Hill Myna, Pea Fowl, Partridge etc and several reptilian species also inhabit the sanctuary.  The valley, below the Sunabeda Wildlife Sanctuary along the Jonk river, has brick structures that date back to the time of the Koshala kingdom. The sanctuary is an ideal habitat for Barasingha. ",20.46266279,82.4918906,SUNABEDA,KOMNA,NUAPADA,ODISHA,INDIA,766106,SANCTUARY,WINTER,8,NATURAL,WILDLIFE,ADVENTURE
126,INOD26126,GOLDEN BEACH,"The Golden Sea Beach in Puri has been given the prestigious Blue Flag tag. It is about 2 km distance from Lord Shree Jagannath temple Puri. India has Ten blue flag beaches, and the golden beach of Puri is one of the best of them. Blue Flag Beach is the best and one of the cleanest beaches in Puri, Odisha. Bathing and changing facilities, Toilets, drinking water, watchtowers, solar lighting systems, sitting arrangements, and drinking water facilities are available. There is a small playing area that is the main attraction for kids. The best time to visit the blue flag beach is in the evening and winter.  Golden Beach has many hotels, resorts and restaurants available for tourists. Puri police patrol here 24 hours a day to protect visitors, so it is a Safe Place for tourists. ",19.79797331,85.82533839,SHREEKHETRA,PURI,PURI,ODISHA,INDIA,752001,BEACHES,ALL TIME,10,NATURAL,ADVENTURE,OCEAN
127,INOD26127,SHREE JAGANNATH TEMPLE,"Puri is famous for the world-famous Jagannath Temple & Longest Golden Beach. It is one of the Dhamas (Holiest of the holy place) out of four Dhamas . Puri, Dwarika, Badrinath & Rameswar, in India. Lord Jagannath, Devi Subhadra and elder brother Balabhadra are being worshipped in Puri (The Purusottama Kshetra). The deities are seated on the Bejeweled Pedestal (Ratna Simhassana). Shree Jagannath Puri Temple is one of the most impressive monuments of the Indian State Odisha, was constructed by a famous king of the Ganga Dynasty Ananta Varman Chodaganga Deva dating back to the 12th century at the seashore Puri. The main temple of Jagannath is an impressive and amazing structure constructed in Kalinga architecture, with a height of 65 meters placed on an elevated platform. Lord Jagannath Temple is a most popular tourist attraction places in Puri, Odisha.",19.80473011,85.81952793,BALISAHI,PURI,PURI,ODISHA,INDIA,752001,TEMPLES,ALL TIME,10,SPIRITUAL,JAGANNATH,WORLD FAMOUS
128,INOD26128,KONARK SUN TEMPLE,"The famous sun temple in India is located in the Puri district of Odisha state. It is one of the sacred Kshetra found in Kapila Samhita. Konark is known as Padmakhetra or Arka Kshetra. The term Konark has been attributed to the words Kona and Arka meaning corner and sun respectively. Hence the etymology corner is known as the sun. The temple of the sun god was built in thirteen century Ad. By king Narasimhadeva of the Ganga dynasty. The patron deity of the temple was the sun Arka. The image of the sun was worshipped in the Garbhagriha. But now it is no more. The temple stands on its ni more. The temple stands on the shore of the Bay of Bengal and gets the first rays of the rising sun at its main entrance. The European marines called the temple Blackpagoda. Which helped them as a landmark during their sea voyages. This great edifice has been included in the list of world heritage monuments by UNESCO in 1984 Konark is only 35 km away from puri on marine drive road. There are 12 famous Sun temples in India, of which the Konark Sun Temple is world-famous.",19.88780009,86.09454105,KONARK,NIMAPADA,PURI,ODISHA,INDIA,752111,TEMPLES,ALL TIME,10,SPIRITUAL,ARCHITECTURE,WORLD FAMOUS
129,INOD26129,RAMACHANDI TEMPLE,"Ramachandi temple stands by the side of Konark puri Marine drive to the south-west of Konark. At the confluence of the river Kusabhadra and the sea. The temple is located 7 km before the Konark sun temple on the Marine drive road from Puri to Konark. Ramachandi is the presiding deity of this place known as Maa Chandi. Maa Chandi, seated on a Lotus flower in a small temple half-hidden by sand mounds. Konark Sun temple is only 8 km distance from Maa Ramachandi temple. Goddess Maa Ramachandi is the presiding deity of Arka Kshetra Konark, Rama Chandi is one of the Asthachandi Temples and is located in the picturesque confluence of the Puri-Konark beach, the highway, the sea and the river. Like other major Shakti Pithas of Odisha, it is also held during Dussehra in the temple. Various festivals are held at Ma Ramchandi’s shrine throughout the year, Meghasaptami, Solapuja, and Handibhanga festivals are some of them.",19.90377664,86.1120628,CHANPAHAR,KAKATPUR,PURI,ODISHA,INDIA,752111,TEMPLES,ALL TIME,9,SPIRITUAL,MYTHOLOGICAL,DEVI PUJA
130,INOD26130,SAKHIGOPAL TEMPLE,"Sakhigopal temple is 20 km distance from puri on the way to Bhubaneswar. The life-size image of Lord Krishna is known as Sakhigopal. The Temple is formally known as Satyabadi Gopinatha. As per the Historical reference, God Gopal is the incarnation of Lord Krishna. Gopal comes from Brundaban to adduce witnesses in a dispute among two Brahmins and stayed back inside a beautiful Bakul and Chhuriana grove at Sakhigopal. The main festivals of temple are AnlaNabami, Dolapurnima,ChandanYatra, Kartika Purnami. A school was founded by Utkalmani Pandit Gopabandhu Das here, which reminds the spirit of the freedom movement in India and the past deeds of the then youth. It is the most famous spot of Odisha for cocoanut production. ",19.9484289,85.80875954,SAKHIGOPAL,TANGI,PURI,ODISHA,INDIA,752021,TEMPLES,ALL TIME,10,SPIRITUAL,MYTHOLOGICAL,ARCHITECTURE
131,INOD27131,DEVAGIRI HILL,"Devagiri hill is situated at a distance of around 50 km distance from Rayagada town and 158 km from Koraput. A picturesque landscape stands the sacred hill of Devagiri towards the southwest of Kalyansinghpur. There are seven natural holy steps in scaling order placed at a distance of 20-30 feet apart. On the fourth step Goddess Mahalaxmi has been enshrined. On the top of the hill, there are perpetual pools of water named Ganga, Jamuna, Saraswati, Bhargavi and Indradyumna. There is also a cave that appears like low jaws. Lord Shiva is worshipped in a cave on this Devagiri hill. The presiding deity of the place is Siva linga. Mahashivratri is the main festival of this place, and devotees from far and wide come here to celebrate this festival. This place is popular for Panchmuchi Shiva Ling. It takes about 480 steps to reach Devagiri Mountain. Maa Majhighariani Temple is situated 47 km distance from Dibgiri mountain. ",18.91176805,84.05737258,PUJARIGUDA,K SINGHPUR,RAYAGADA,ODISHA,INDIA,765016,HILLS,ALL TIME,8,NATURAL,SPIRITUAL,UNIQUE
132,INOD27132,MAJHIGHARIANI TEMPLE,"The Maa Majhighariani Temple is located on the banks of the Nagabali River and is 3 km distance from Rayagada town. Majhighariani is the presiding deity of Rayagada District and is famous in the southern division of Odisha and Andhra Pradesh. Goddess Majhighariani is also known as Majji Gouri. Maa Majhigariani idol is worshipped only On Sunday, Wednesday and Friday. Maa Magalghariani is the eldest among the 9 sisters. Out of the other 8 sisters, Ma Durga is worshiping at Paika Sahi Maa Samleswari Temple in Rayagada city, while the other 7 sisters are staying in Brahman Sahi in Rayagada city. Navratri is celebrated for 9 days on the occasion of Dasahara Puja.",19.17245293,83.41573985,RAYAGADA,RAYAGADA,RAYAGADA,ODISHA,INDIA,765001,TEMPLES,ALL TIME,9,SPIRITUAL,AUTUMN,GODDESS
133,INOD27133,PATALESHWAR SHIVA TEMPLE,"Pataleswar temple is situated at Paikapada on the bank of the river Nagavali. It is 25 km distance from Rayagada town and stands. Lord Pataleshwar Shiva is worshipped in the Pataleswar temple. Lord Jagannath, Maa Dakhineswari kali, and Chamunda are the most common deities worshipped here. Mahashivratri is the famous festival of this temple. Throughout the year devotees from different parts of Odisha come here to worship Lord Pataleswar Mahadev Temple. It is believed that this Pataleshwar temple has 99.99,999 Shiva Lingam. The Lord Pataleswar temple is an inspirational slab on the walls that indicates the rich cultural heritage of the place. There are a dilapidated fort and mountains from the 8th to 13th century AD near Palikapada. Paikapada Rekha Deula temple is tourist attraction places in Rayagada, Odisha.",19.33326675,83.4084156,PAIKAPADA,RAYAGADA,RAYAGADA,ODISHA,INDIA,765018,TEMPLES,ALL TIME,10,SPIRITUAL,MYTHOLOGICAL,MONSOON
134,INOD27134,LAXMINARAYAN TEMPLE,"Laxminarayan temple is situated inside the Therubali Imfa Factory and is about 25 km distance from Rayagada town. The deities Laxminarayan, Hanuman, Lord Shiva, Lord Jagannath, Balabhadra and Devi Subhadra is worshipped in this temple. There is a beautiful Park in the temple campus. Holi and Janmashtami, Ram Navami are the main festivals of the temple, A large of devotees come to see the Festival and observed. Therubali Laxmi Narayan Mandir is one of the most popular famous Temples in Rayagada,  Odisha.",19.32775184,83.43864636,THERUBALI,RAYAGADA,RAYAGADA,ODISHA,INDIA,765018,TEMPLES,ALL TIME,9,SPIRITUAL,JAGANNATH,PARK
135,INOD27135,DURGAPADU WATERFALL,Durgapadu Waterfall is located at Sikabadi and is about 38 km distance from Rayagada town. This beautiful Waterfall has surrounded by forest and hills. The water of this Durgapadu fall flows through the springs from the top of the Hills. A large number of tourists come here in the winter for picnics and group Feast at the Durgapadu Falls. There is good communication to get to this place. Durgapadu Waterfall is one of the most popular tourist places in the Rayagada District.,19.04884439,83.52769422,SIKABADI,RAYAGADA,RAYAGADA,ODISHA,INDIA,765017,WATERFALLS,WINTER,8,NATURAL,HILLS,FOREST
136,INOD28136,HIRAKUD DAM,"Hirakud Dam is located 16 km distance from Sambalpur town in the state of Odisha. It is the longest Dam in the world. Behind the Dam extends a lake, Hirakud Reservoir. Hirakud Dam is built on the Mahanadi River and is 200 ft in height, and the reservoir spreads 746 sq. Km, which contains the shape of an artificial lake in Asia has a shared line of 640 km. The sight of the dam can be enjoyed from the minarets standing on the top of another side of the Dam called Gandhi Minar and Nehru Minar. This dam is a multi-purpose dam which is protecting floods and supplying all times water for better irrigation in eastern Odisha. Hirakud dam has 64 sluice gates and 34 crest-gates. Total capacity of Dam is 5,896,000,000 m3 (4,779,965 acre-ft).",21.53083928,83.8704949,HIRAKUD,HIRAKUD,SAMBALPUR,ODISHA,INDIA,768016,DAMS,ALL TIME,10,NATURAL,INFRASTRUCTURE,UNIQUE
137,INOD28137,SAMALESWARI TEMPLE,"Samaleswari Temple is located at a 3 km distance from Sambalpur Town on the bank of the river Mahanadi. Maa Samaleswari is the presiding deity of Sambalpur. It is a strong religious force in the part of western Odisha. The mother goddess Samaleswari is worshipped from ancient times as Jagatjanani, Adishakti, Mahalaxmi and Mahasaraswati. The region in which the temple is situated has a rich cultural heritage. Sambalpur region is popularly known as Hirakhanda from ancient times. Ptolemy has described the place as Sambalak. Nuakhai is the main harvest festival of this temple. People mark the occasion by offering the newly harvested rice to the Goddess.",21.47418541,83.95906514,KHETRAJPUR,SAMBALPUR,SAMBALPUR,ODISHA,INDIA,768003,TEMPLES,ALL TIME,9,SPIRITUAL,MYTHOLOGICAL,GODDESS
138,INOD28138,DEBRIGARH WILDLIFE SANCTUARY,"The Debrigarh Wildlife Sanctuary is 35 km from Sambalpur. Nestled between the Hirakud Dam and Reservoir makes for a picturesque setting. The sanctuary finds a special mention because of noted freedom fighter Veer Surendra Sai. During his rebellion against the British Veer Surendra Sai made his base at ‘Barapathara” was located within the sanctuary. Spread over 347 sq KM, the beautiful sanctuary is known for its easy sightings of animals particularly Indian Bison’s, Wild Boars, Sambhar and Peacocks to name a few. The dry deciduous forest attracts a host of winged visitors during the winters. ",21.50086809,83.77116312,ATTABIRA,BHATLI,SAMBALPUR,ODISHA,INDIA,768030,SANCTUARY,WINTER,8,NATURAL,HISTORICAL,WILDLIFE
139,INOD28139,HUMA SHIVA TEMPLE,"Huma temple is situated at a distance of 23 km from Sambalpur town and the left side bank of the river Mahanadi. Huma is famous for the leaning shiv temple. Lord Bimaleswar Siva is the presiding deity of this temple. The Shiva temple was built during the reign of Baliar Singh, the fifth Raja of Sambalpur. The playful Kudo fishes are the main attraction of the temple. Huma Shiva Temple is a famous temple in Sambalpur District. Boating is available at the Mahanadi River near the Huma Temple to entertain tourists. ",21.28077862,83.91235486,HUMA,TABADA,SAMBALPUR,ODISHA,INDIA,768113,TEMPLES,ALL TIME,9,SPIRITUAL,MONSOON,UNIQUE
140,INOD28140,HIRAKUD ROPEWAY,"The Hirakud Ropeway is located near the Hirakud Dam and 15 km distance from Sambalpur town. The Ropeway provides a connection between Jawaharlal Nehru Garden and Gandhi Minar. There are 12 cabins to travel on the ropeway having the capacity to carry four passengers at a time. The ticket price is Rs. 60/- for a two-way journey. The ropeway is open from 10 AM to 6 PM daily except Monday for visitors. The ropeway is an added advantage for the tourists to get a better view of the Hirakud dam. As the Hirakud Dam is an international tourist destination, the Sambalpur Municipal Corporation launched the Ropeway service in 2019. You can see the aerial view of the Hirakud Dam on this Rope way.",21.5402755,83.88830324,HIRAKUD,HIRAKUD,SAMBALPUR,ODISHA,INDIA,768016,HILLS,ALL TIME,8,NATURAL,ADVENTURE,PARK
141,INOD29141,PATALI SRIKHETRA,"Patali Srikhetra is situated at the top of Trikut Hill at Kotsamalai, and it is about 60 km distance from District Headquarters Sonepur. The place is associated with Lord Jagannath of Puri. In this Patali Srikhetra Lord Jagannath, Balabhadra and Goddess Subhadra are worshipped in a cave. According to legend, the king of Sambala, Indrabhuti, worshipped Lord Jagannath in a mountain cave and practised Vajrayana. The Madala inscription(Panji) also states that in the 2nd regnal year of the reign of King Shovana Dev of Odisha, Lord Jagannath was hidden inside the Kotsamlai hills cave to protect him from the onslaught of the Javanese king Rababahu. In the eleventh century, Lord Jagannath was taken from Kostamalai to Puri during the reign of Jajati Kesari. The place has since been known as the Patali Sreekhetra. ",21.01320075,83.95222872,KOT SAMALEI,ULLUNDA,SUBARNAPUR,ODISHA,INDIA,767018,TEMPLES,ALL TIME,10,SPIRITUAL,MYTHOLOGICAL,JAGANNATH
142,INOD29142,SUBARNAMERU TEMPLE,Subarnameru temple is situated on the bank of the river Tel and is only a 2 km distance from Sonepur town. It is a shrine for the worshipping of Lord Shiva. The temple has built by the legendary trader Neuli during the reign of Raja Lal Sai Deo in 1660- 1680 AD. The second Chouhan ruler of Subarnapur after the death of raja Lal Sai Deo. The incomplete work has completed by raja Baliayar Singh Deo in the 17th century AD. Subarnameru temple is a famous Shiva temple in Subarnapur district and is known as the second Varanasi temple in India. Subarnameru temple is an ancient Shiva temple of Odisha. Mahashivratri is the famous festival of this temple. Throughout the year devotees from different parts of Odisha come here to worship Lord Mahadev.,20.8344478,83.91450132,SONEPUR,SONEPUR,SUBARNAPUR,ODISHA,INDIA,767017,TEMPLES,ALL TIME,9,SPIRITUAL,HISTORICAL,MONSOON
143,INOD29143,THENGO DAM,"Thengo Dam is a popular picnic spot located at a distance of 28 km from Birmaharajpur and 34 km from Sonepur. It is a medium irrigation project that was built to conserve water. Thousands of local visitors come here for picnics and other recreational activities for its natural and beautiful surroundings. Many migrating birds visit this place in winter. It is also possible to see elephants, bears and wolves from the nearby forests at the dam site. Thengo Reservoir is the best picnic spot near Sonepur. One can enjoy the mesmerizing sounds of different species of birds and peacocks at this beautiful Dam in the evening. The place is Attracts tourists to come here in winter for a beautiful natural environment.",21.03763322,84.01440744,DURJANTALIA,BIRMAHARAJPUR,SUBARNAPUR,ODISHA,INDIA,767018,DAMS,ALL TIME,8,NATURAL,WINTER,ADVENTURE
144,INOD29144,KAPILESWAR TEMPLE,"Kapileswar temple is situated at a 4 km distance from Binika near Charda and is 32 km away from Sonepur. Kapileswar Mahadev is the presiding deity of this place. This temple comparatively like the Baidyanath temple with exquisite workmanship belongs to Anangabhima Dev III in the 13th century AD. Throughout the year devotees come here to worship Lord Mahadev. Kapileswar temple is a famous temple in Sonepur, Subarnapur.",20.90799006,83.91537658,NAIKAPADA,ULLUNDA,SUBARNAPUR,ODISHA,INDIA,767062,TEMPLES,ALL TIME,8,SPIRITUAL,MYTHOLOGICAL,ARCHITECTURE
145,INOD29145,SASHISENA TEMPLE,"Sashisena temple (Nimuhi Temple) is situated 1 km from Sonepur Town. It is one of the famous temples Subarnapur is popularly known as Nimuchi Deula. It is a centre of Buddhist culture, having stone images of Buddhist heritage. The temple was built in memory of the immortal love of Aahimanikya, the son of Amravati state Princess Shashisena and Subarnapur state minister in 1902-1937 AD. There is no entrance to the temple, which is known as Nimuchi Deula in the regional language. ",20.84787585,83.9033454,SONEPUR,SONEPUR,SUBARNAPUR,ODISHA,INDIA,767017,TEMPLES,ALL TIME,8,SPIRITUAL,HISTORICAL,MYTHOLOGICAL
146,INOD30146,VEDVYAS TEMPLE,"The Vedvyas temple is located on the banks of the Brahmani river. It is just 5 km distance from Panposh and 12 km from Rourkela city. The atmosphere of the Vedvyas temple is calm and religious. It is named after the great Rishi Vedvyas – the writer of the Hindu epic Mahabharata. History has it that this was the birthplace of saint Veda Vyasa, and he wrote the Mahabharata in this Vedvyasa cave. The temple is situated at the confluence of the Koel, Sankh and Saraswati rivers. There is a cremation ground near the Vedvyas temple.",22.23682847,84.79711825,VEDVYAS,RAGHUNATHAPALI,SUNDARGARH,ODISHA,INDIA,769004,TEMPLES,ALL TIME,9,SPIRITUAL,HISTORICAL,MYTHOLOGICAL
147,INOD30147,VAISHNNO DEVI TEMPLE,"Mata Vaishno Devi Temple is situated at a distance of 3 km from the Rourkela bus stand. The Temple was established in 2000 on the Durgapur hill in Rourkela. The place is surrounded by dense green forests and scenic nature. There is also a Bhairavnath Temple situated in the near vicinity of the temple. Tourists and visitors have to climb around 600 stairs to reach this sacred site in Rourkela. Navaratri festival is one of the grand festivals in the Mata Vaishno Devi temple. Many devotees from Ranchi, Jharkhand and Sundargarh districts come to observe the festival. Mata Vaishno mandir is a famous temple near Rourkela town.",22.2390279,84.86507352,ROURKELA,ROURKELA,SUNDARGARH,ODISHA,INDIA,769001,TEMPLES,ALL TIME,9,SPIRITUAL,GODDESS,HILLS
